Date,Total Rainfall (mm),Mean Wind Speed (km/h),Mean Amount of Cloud (%),Sun,Humidity
2021-08-11,11,5.9,87.0,5.6,84
2021-08-12,41.5,5.7,78.0,6.5,82
2021-08-13,7,8.1,80.0,6.4,83
2021-08-14,26.5,8.1,87.0,0.9,85
2021-08-15,18,4.5,83.0,1.2,87
2021-08-16,12,4.9,56.0,6.0,83
2021-08-17,0,7.5,42.0,11.1,78
2021-08-18,0,6.8,80.0,7.0,77
2021-08-19,0,3.9,72.0,5.6,84
2021-08-20,0,7.4,47.0,11.1,77
2021-08-21,0,10.9,68.0,11.2,76
2021-08-22,0,13.3,63.0,10.8,74
2021-08-23,0,11.6,61.0,9.9,75
2021-08-24,10.5,7.3,78.0,7.2,79
2021-08-25,0.5,4.9,84.0,7.7,79
2021-08-26,0,5.0,71.0,8.5,80
2021-08-27,27,5.0,82.0,0.5,89
2021-08-28,9,4.1,77.0,7.3,81
2021-08-29,19.5,5.1,86.0,4.0,83
2021-08-30,0,5.3,75.0,8.9,81
2021-08-31,10,3.3,87.0,1.4,88
2021-09-01,10,5.3,84.0,6.2,85
2021-09-02,0,5.2,74.0,10.1,80
2021-09-03,0,3.6,66.0,6.2,79
2021-09-04,0,4.4,49.0,5.1,79
2021-09-05,0,4.5,61.0,8.2,79
2021-09-06,0,4.8,73.0,6.8,77
2021-09-07,0.5,6.6,72.0,9.3,78
2021-09-08,0,5.0,66.0,11.0,74
2021-09-09,0,5.3,66.0,8.0,73
2021-09-10,0,5.5,79.0,10.5,71
2021-09-11,0,5.7,77.0,8.5,75
2021-09-12,0,7.5,78.0,9.6,76
2021-09-13,0,9.1,80.0,6.5,77
2021-09-14,7.5,4.3,81.0,1.5,83
2021-09-15,0,7.3,71.0,10.0,75
2021-09-16,9,4.3,86.0,3.2,77
2021-09-17,0,4.5,81.0,7.8,77
2021-09-18,0,7.4,69.0,9.1,79
2021-09-19,9,6.1,83.0,5.8,86
2021-09-20,4,3.1,80.0,7.3,84
2021-09-21,2.5,3.4,74.0,5.6,82
2021-09-22,0,4.1,66.0,10.3,77
2021-09-23,38.5,4.8,87.0,1.2,87
2021-09-24,3.5,6.8,76.0,6.8,81
2021-09-25,0,7.4,64.0,8.5,76
2021-09-26,0,5.1,86.0,5.3,72
2021-09-27,0,4.2,60.0,7.0,75
2021-09-28,0,5.5,66.0,6.0,75
2021-09-29,0,6.3,44.0,8.8,77
2021-09-30,0,6.6,38.0,8.3,78
2021-10-01,10,4.3,65.0,6.9,79
2021-10-02,0,4.5,68.0,8.2,74
2021-10-03,3,4.1,82.0,2.9,79
2021-10-04,0,7.1,51.0,8.5,71
2021-10-05,0,8.8,45.0,10.5,69
2021-10-06,0,9.8,63.0,6.9,69
2021-10-07,9.5,13.9,88.0,0.4,75
2021-10-08,347,12.2,96.0,0.0,94
2021-10-09,117.5,15.5,97.0,0.2,91
2021-10-10,25,7.2,89.0,0.0,86
2021-10-11,0,9.8,66.0,10.7,68
2021-10-12,0.5,16.7,84.0,0.6,65
2021-10-13,89,16.3,90.0,0.2,89
2021-10-14,11.5,7.0,88.0,5.2,86
2021-10-15,5.5,6.3,92.0,0.0,85
2021-10-16,0,10.0,57.0,8.6,73
2021-10-17,0,14.0,82.0,8.2,68
2021-10-18,0,6.4,59.0,4.6,70
2021-10-19,0,4.5,39.0,9.7,75
2021-10-20,0,6.4,49.0,10.3,78
2021-10-21,0,6.2,76.0,1.8,80
2021-10-22,1.5,8.6,88.0,0.0,77
2021-10-23,0,7.8,95.0,0.8,75
2021-10-24,0,8.6,61.0,7.8,69
2021-10-25,0,7.1,49.0,7.4,66
2021-10-26,0,6.2,68.0,8.6,69
2021-10-27,0,5.8,86.0,1.3,76
2021-10-28,0,5.9,87.0,4.8,77
2021-10-29,0,7.2,84.0,8.4,76
2021-10-30,0,7.2,88.0,1.5,81
2021-10-31,0,5.8,75.0,4.1,75
2021-11-01,0.5,6.9,63.0,9.3,76
2021-11-02,0,6.9,74.0,6.9,76
2021-11-03,0,6.4,65.0,8.6,75
2021-11-04,0,6.6,61.0,9.0,78
2021-11-05,0,5.4,61.0,4.4,84
2021-11-06,0,1.9,23.0,10.2,79
2021-11-07,0,5.1,38.0,8.5,83
2021-11-08,0.5,13.8,35.0,9.4,61
2021-11-09,0,8.7,76.0,7.8,50
2021-11-10,0,6.7,41.0,8.9,41
2021-11-11,0,3.9,64.0,7.9,47
2021-11-12,0,5.8,54.0,9.5,51
2021-11-13,0,6.8,46.0,9.6,49
2021-11-14,0,5.3,23.0,10.0,59
2021-11-15,0,4.5,59.0,8.1,65
2021-11-16,0,5.0,41.0,9.9,71
2021-11-17,0,5.5,65.0,4.3,74
2021-11-18,0,5.9,45.0,9.7,69
2021-11-19,0,3.7,71.0,3.8,77
2021-11-20,0,8.0,48.0,9.5,77
2021-11-21,0,5.8,56.0,4.0,82
2021-11-22,3.5,8.3,80.0,0.3,76
2021-11-23,0,8.6,89.0,0.0,69
2021-11-24,0,5.9,55.0,7.8,65
2021-11-25,0,3.2,34.0,7.8,64
2021-11-26,0,4.6,24.0,9.6,64
2021-11-27,0,6.1,52.0,9.7,63
2021-11-28,0,4.9,38.0,9.7,69
2021-11-29,0,4.2,10.0,9.7,67
2021-11-30,0,12.2,21.0,9.4,59
2021-12-01,0,12.6,23.0,9.7,40
2021-12-02,0,6.8,11.0,9.6,42
2021-12-03,0,7.9,9.0,9.7,35
2021-12-04,0,7.2,37.0,9.6,46
2021-12-05,0,5.0,31.0,9.5,55
2021-12-06,0,4.3,7.0,9.6,59
2021-12-07,0,6.7,56.0,6.2,65
2021-12-08,0,7.4,19.0,9.6,67
2021-12-09,0,4.4,17.0,9.6,72
2021-12-10,0,6.2,30.0,9.5,73
2021-12-11,0,4.9,26.0,9.6,74
2021-12-12,0,5.2,20.0,9.5,75
2021-12-13,0,7.0,53.0,6.6,67
2021-12-14,0,5.4,71.0,7.0,72
2021-12-15,0,4.4,87.0,2.7,78
2021-12-16,1.5,4.0,69.0,4.1,81
2021-12-17,0,10.1,70.0,0.9,69
2021-12-18,0,12.7,88.0,6.1,58
2021-12-19,0,11.0,88.0,1.2,51
2021-12-20,10,9.6,91.0,0.0,78
2021-12-21,5,9.1,77.0,0.1,88
2021-12-22,0,5.3,89.0,2.0,80
2021-12-23,1,3.8,88.0,2.9,77
2021-12-24,3,2.6,84.0,1.0,84
2021-12-25,0,7.7,66.0,3.7,75
2021-12-26,3.5,10.8,92.0,0.5,78
2021-12-27,2.5,8.4,88.0,1.4,81
2021-12-28,0,5.4,89.0,0.4,74
2021-12-29,0,5.2,65.0,6.9,74
2021-12-30,0,5.9,51.0,8.7,77
2021-12-31,0,6.0,76.0,4.2,78
2022-01-01,0,4.6,68.0,1.6,76
2022-01-02,0,4.0,10.0,9.5,77
2022-01-03,0,3.8,27.0,8.0,79
2022-01-04,0,4.7,49.0,8.7,75
2022-01-05,0,4.8,50.0,8.8,75
2022-01-06,0,6.9,54.0,8.1,80
2022-01-07,0,5.3,51.0,4.4,79
2022-01-08,0,4.9,34.0,9.5,75
2022-01-09,0,3.9,70.0,2.0,79
2022-01-10,0,4.9,78.0,3.8,76
2022-01-11,4,9.8,44.0,9.6,70
2022-01-12,0,5.6,84.0,1.4,72
2022-01-13,0,7.3,90.0,0.7,64
2022-01-14,0,8.0,84.0,0.1,75
2022-01-15,0,7.0,68.0,8.0,82
2022-01-16,0,5.0,59.0,4.7,82
2022-01-17,0,5.3,82.0,0.0,84
2022-01-18,0.5,5.8,89.0,1.1,82
2022-01-19,0,5.5,49.0,8.7,70
2022-01-20,0,5.0,54.0,7.6,73
2022-01-21,0,6.1,69.0,4.1,80
2022-01-22,1,6.3,94.0,0.0,91
2022-01-23,0,5.4,87.0,1.8,84
2022-01-24,1.5,5.9,86.0,1.2,88
2022-01-25,0,5.5,77.0,2.5,82
2022-01-26,1,6.3,88.0,3.4,83
2022-01-27,0,5.3,61.0,7.0,84
2022-01-28,0,7.6,89.0,0.0,86
2022-01-29,0,5.3,88.0,0.4,81
2022-01-30,0,9.8,58.0,7.0,64
2022-01-31,0,9.5,88.0,0.0,70
2022-02-01,2,6.2,89.0,0.0,84
2022-02-02,1.5,5.7,98.0,0.0,88
2022-02-03,0.5,7.3,93.0,0.1,85
2022-02-04,0,9.2,65.0,4.7,69
2022-02-05,0,8.1,87.0,1.5,69
2022-02-06,0,8.1,87.0,4.5,75
2022-02-07,0,8.8,94.0,0.0,85
2022-02-08,0,7.1,88.0,1.1,78
2022-02-09,0,5.8,88.0,0.0,77
2022-02-10,0,6.6,90.0,0.0,81
2022-02-11,0,8.8,45.0,10.4,81
2022-02-12,0,5.1,80.0,7.0,83
2022-02-13,1.5,5.5,91.0,0.0,86
2022-02-14,1,7.0,59.0,8.9,75
2022-02-15,0,5.6,53.0,6.7,77
2022-02-16,0,7.8,74.0,3.9,77
2022-02-17,5,9.5,88.0,0.0,86
2022-02-18,0,12.0,88.0,0.1,84
2022-02-19,31,9.4,90.0,0.0,92
2022-02-20,57.5,11.5,97.0,0.0,94
2022-02-21,47,7.7,100.0,0.0,95
2022-02-22,43,7.7,100.0,0.0,96
2022-02-23,8.5,9.5,78.0,6.1,77
2022-02-24,0,6.3,60.0,6.7,72
2022-02-25,0,4.5,45.0,8.0,70
2022-02-26,0,4.7,23.0,9.6,76
2022-02-27,0,6.1,30.0,10.6,79
2022-02-28,0,8.2,71.0,9.2,70
2022-03-01,0,5.0,56.0,8.9,77
2022-03-02,0,7.9,47.0,8.0,83
2022-03-03,0,11.3,56.0,6.4,76
2022-03-04,0,4.8,34.0,9.6,77
2022-03-05,0,5.3,39.0,8.2,84
2022-03-06,0,14.2,84.0,3.7,77
2022-03-07,4,10.1,62.0,4.5,70
2022-03-08,0,9.5,14.0,11.0,53
2022-03-09,0,8.0,14.0,11.0,57
2022-03-10,0,6.9,27.0,10.9,60
2022-03-11,0,4.2,40.0,9.9,71
2022-03-12,0,5.4,53.0,10.3,68
2022-03-13,0,4.8,47.0,10.1,75
2022-03-14,0,5.2,30.0,10.5,78
2022-03-15,0,5.4,43.0,10.4,80
2022-03-16,0,8.4,87.0,2.0,79
2022-03-17,0.5,6.2,79.0,5.9,85
2022-03-18,0.5,3.3,61.0,8.2,84
2022-03-19,0,6.2,75.0,5.1,85
2022-03-20,0.5,9.5,88.0,0.0,88
2022-03-21,0,7.3,88.0,0.2,89
2022-03-22,1,5.7,95.0,0.4,93
2022-03-23,60,7.3,91.0,0.0,94
2022-03-24,3,10.2,93.0,0.0,91
2022-03-25,1,12.7,92.0,0.3,90
2022-03-26,0,13.3,88.0,0.7,86
2022-03-27,0,7.1,88.0,0.0,83
2022-03-28,36.5,5.8,88.0,0.0,89
2022-03-29,0.5,5.7,86.0,0.5,82
2022-03-30,0,4.5,82.0,4.3,74
2022-03-31,0,7.5,56.0,8.5,69
2022-04-01,1.5,11.1,90.0,0.0,83
2022-04-02,2,11.7,88.0,0.0,76
2022-04-03,0,10.2,32.0,9.5,54
2022-04-04,0,6.6,5.0,11.1,53
2022-04-05,0,5.4,17.0,11.0,64
2022-04-06,0,5.0,15.0,10.9,70
2022-04-07,0,7.0,19.0,10.7,68
2022-04-08,0,7.1,8.0,10.9,50
2022-04-09,0,8.1,7.0,11.0,65
2022-04-10,0,4.5,13.0,11.1,67
2022-04-11,0,3.4,49.0,6.2,74
2022-04-12,0,4.4,31.0,9.6,77
2022-04-13,0,7.3,70.0,4.5,81
2022-04-14,0.5,6.0,36.0,10.1,69
2022-04-15,0,11.0,52.0,10.6,69
2022-04-16,0,10.3,87.0,1.1,73
2022-04-17,0,9.1,85.0,2.9,72
2022-04-18,0,6.2,88.0,0.1,76
2022-04-19,1,5.4,88.0,0.0,83
2022-04-20,0,4.9,86.0,4.9,75
2022-04-21,0,4.7,83.0,8.6,78
2022-04-22,0,4.9,87.0,2.5,84
2022-04-23,0,7.3,76.0,8.6,81
2022-04-24,0,6.9,80.0,6.0,79
2022-04-25,0,7.8,79.0,3.9,79
2022-04-26,0,7.5,88.0,2.1,80
2022-04-27,0,6.5,61.0,7.7,78
2022-04-28,0,7.1,60.0,6.1,79
2022-04-29,0,5.2,71.0,9.4,79
2022-04-30,19.5,6.2,83.0,0.0,85
2022-05-01,40,11.7,94.0,0.0,89
2022-05-02,29,8.5,93.0,0.0,84
2022-05-03,0,6.5,61.0,11.3,62
2022-05-04,0,7.2,48.0,11.0,63
2022-05-05,0,6.6,76.0,10.7,73
2022-05-06,0,6.9,73.0,10.8,76
2022-05-07,2,5.0,85.0,4.7,77
2022-05-08,0,5.7,83.0,1.8,70
2022-05-09,0,7.2,86.0,4.9,75
2022-05-10,9,5.6,88.0,1.0,88
2022-05-11,73.5,5.5,91.0,0.0,95
2022-05-12,200.5,7.8,96.0,0.0,91
2022-05-13,81.5,8.0,92.0,0.5,92
2022-05-14,2,5.8,89.0,0.3,93
2022-05-15,26,9.0,91.0,1.0,91
2022-05-16,4,8.8,85.0,0.0,85
2022-05-17,0,7.6,67.0,5.4,72
2022-05-18,0,6.0,71.0,4.9,52
2022-05-19,0,5.4,77.0,7.1,64
2022-05-20,0,6.5,55.0,9.6,76
2022-05-21,0,5.9,72.0,9.5,78
2022-05-22,0.5,6.5,88.0,1.5,83
2022-05-23,4.5,6.0,89.0,0.0,90
2022-05-24,12,4.0,92.0,0.1,93
2022-05-25,1,5.1,90.0,1.8,91
2022-05-26,1,4.2,86.0,3.6,88
2022-05-27,20.5,5.0,88.0,0.0,89
2022-05-28,2.5,7.8,78.0,5.2,81
2022-05-29,8,6.4,80.0,7.9,79
2022-05-30,2,4.9,84.0,7.4,78
2022-05-31,4.5,5.2,87.0,2.6,82
2022-06-01,0,8.0,88.0,2.1,81
2022-06-02,1,13.0,85.0,4.2,80
2022-06-03,5.5,12.5,86.0,1.1,81
2022-06-04,0.5,16.5,87.0,6.3,78
2022-06-05,0.5,16.8,87.0,6.5,78
2022-06-06,34,11.3,88.0,1.8,83
2022-06-07,46,7.2,86.0,0.5,86
2022-06-08,79.5,4.1,86.0,0.0,93
2022-06-09,31,6.4,88.0,0.5,90
2022-06-10,11,8.9,88.0,0.0,92
2022-06-11,50.5,5.0,88.0,0.2,89
2022-06-12,***,12.8,88.0,1.6,84
2022-06-13,0,17.3,87.0,2.7,80
2022-06-14,20.5,10.4,88.0,0.0,87
2022-06-15,16,6.8,88.0,1.4,88
2022-06-16,20,10.0,88.0,1.5,84
2022-06-17,1,15.7,88.0,4.5,79
2022-06-18,4,8.9,88.0,0.3,81
2022-06-19,4.5,10.8,88.0,2.3,81
2022-06-20,14,11.3,88.0,1.0,80
2022-06-21,0,10.7,88.0,0.4,80
2022-06-22,0,8.1,85.0,4.3,78
2022-06-23,0,7.5,55.0,10.7,74
2022-06-24,0,8.4,63.0,11.6,73
2022-06-25,0,10.7,70.0,11.6,74
2022-06-26,0.5,8.5,70.0,10.6,74
2022-06-27,0,8.5,73.0,9.2,73
2022-06-28,0,5.4,59.0,11.8,71
2022-06-29,1,5.8,82.0,7.1,78
2022-06-30,39.5,8.2,89.0,0.3,89
2022-07-01,50,16.3,88.0,2.5,85
2022-07-02,113,17.5,90.0,0.2,89
2022-07-03,2.5,17.5,88.0,1.0,82
2022-07-04,3,19.6,88.0,0.0,83
2022-07-05,2,15.7,88.0,0.1,82
2022-07-06,6.5,10.3,88.0,0.6,81
2022-07-07,11,4.4,87.0,1.8,86
2022-07-08,0,6.7,70.0,10.8,79
2022-07-09,0,7.4,75.0,4.8,81
2022-07-10,3,7.3,58.0,11.3,77
2022-07-11,0,4.0,30.0,11.6,73
2022-07-12,0,5.2,22.0,11.2,72
2022-07-13,0,5.7,32.0,10.7,71
2022-07-14,0,7.0,76.0,7.8,75
2022-07-15,0,10.1,85.0,7.1,77
2022-07-16,4.5,15.5,81.0,7.7,77
2022-07-17,6,16.9,85.0,8.9,76
2022-07-18,0.5,14.2,88.0,6.4,78
2022-07-19,1,7.8,88.0,7.8,75
2022-07-20,1,7.3,69.0,7.0,76
2022-07-21,5,5.7,41.0,9.7,74
2022-07-22,0,6.2,14.0,12.2,72
2022-07-23,0,9.5,20.0,11.5,74
2022-07-24,0,8.5,22.0,11.8,72
2022-07-25,0,9.0,31.0,10.5,74
2022-07-26,0,7.9,35.0,10.4,71
2022-07-27,0,8.9,27.0,10.6,69
2022-07-28,0,9.3,26.0,10.6,73
2022-07-29,0,6.9,57.0,8.6,74
2022-07-30,30.5,3.8,85.0,0.6,81
2022-07-31,4,6.7,47.0,10.4,76
2022-08-01,0,7.5,47.0,11.5,69
2022-08-02,0,5.7,63.0,10.3,70
2022-08-03,21.5,3.4,85.0,0.8,82
2022-08-04,38,3.4,83.0,0.2,86
2022-08-05,129,4.0,89.0,1.3,94
2022-08-06,0,4.3,81.0,5.3,89
2022-08-07,2.5,8.0,71.0,9.0,82
2022-08-08,19.5,5.3,86.0,1.9,87
2022-08-09,90.5,11.9,88.0,0.3,88
2022-08-10,41,13.3,90.0,0.9,90
2022-08-11,21,8.4,88.0,1.2,90
2022-08-12,61,3.4,84.0,0.1,93
2022-08-13,0,3.2,57.0,5.3,81
2022-08-14,25.5,4.2,27.0,10.0,78
2022-08-15,0,4.6,57.0,7.6,78
2022-08-16,3,5.8,72.0,6.5,82
2022-08-17,17,4.7,84.0,4.1,86
2022-08-18,20,3.4,84.0,1.8,87
2022-08-19,16,5.4,87.0,3.5,85
2022-08-20,9,10.0,74.0,6.2,83
2022-08-21,6,6.8,71.0,5.9,84
2022-08-22,0,6.8,41.0,10.6,77
2022-08-23,0,4.0,28.0,10.1,77
2022-08-24,5,10.5,69.0,6.3,73
2022-08-25,54.5,11.2,87.0,1.8,85
2022-08-26,10.5,5.8,66.0,7.7,80
2022-08-27,0,5.6,60.0,10.8,78
2022-08-28,0,6.8,57.0,10.9,80
2022-08-29,0,4.4,81.0,3.2,78
2022-08-30,1,3.6,65.0,6.6,80
2022-08-31,2,3.1,70.0,6.0,80
2022-09-01,11,4.5,71.0,7.2,78
2022-09-02,0,8.2,78.0,8.0,63
2022-09-03,0,7.1,30.0,11.1,54
2022-09-04,0,7.1,26.0,11.0,55
2022-09-05,0,4.8,38.0,10.2,52
2022-09-06,0,5.3,51.0,8.9,61
2022-09-07,32.5,6.1,86.0,0.5,81
2022-09-08,0,7.1,66.0,10.3,70
2022-09-09,0,4.3,44.0,11.0,55
2022-09-10,0,4.9,59.0,4.7,76
2022-09-11,0,4.0,43.0,8.6,78
2022-09-12,0,2.9,23.0,10.3,66
2022-09-13,0,2.9,5.0,11.0,56
2022-09-14,0,3.6,16.0,10.5,46
2022-09-15,0,5.6,10.0,11.0,52
2022-09-16,0,3.3,36.0,8.9,63
2022-09-17,1,6.1,23.0,10.5,69
2022-09-18,14,5.0,53.0,6.9,77
2022-09-19,3,6.8,79.0,5.7,77
2022-09-20,0,5.6,78.0,3.1,79
2022-09-21,0,8.0,71.0,9.8,72
2022-09-22,0,5.9,52.0,9.5,73
2022-09-23,2,4.0,53.0,5.7,77
2022-09-24,0,7.3,75.0,9.3,71
2022-09-25,0,5.5,39.0,9.6,71
2022-09-26,0,7.3,62.0,10.4,70
2022-09-27,0,11.8,86.0,4.0,72
2022-09-28,0,11.4,81.0,6.7,73
2022-09-29,23.5,8.5,84.0,2.9,81
2022-09-30,108.5,5.9,88.0,0.1,91
2022-10-01,2.5,5.7,85.0,3.8,86
2022-10-02,0,5.6,77.0,4.9,81
2022-10-03,0,4.4,33.0,10.8,76
2022-10-04,0,3.5,33.0,6.6,76
2022-10-05,0,7.0,54.0,7.2,75
2022-10-06,0,8.5,53.0,9.4,74
2022-10-07,4.5,6.1,65.0,8.9,77
2022-10-08,0.5,6.9,71.0,9.1,71
2022-10-09,5.5,8.6,49.0,9.3,71
2022-10-10,0,12.8,45.0,6.0,51
2022-10-11,0,5.7,16.0,10.7,48
2022-10-12,0,5.9,23.0,10.7,50
2022-10-13,0,5.6,64.0,8.0,60
2022-10-14,0,6.5,21.0,10.5,66
2022-10-15,0,6.4,31.0,10.7,53
2022-10-16,0,11.5,81.0,6.7,46
2022-10-17,0,17.5,87.0,1.5,45
2022-10-18,19.5,17.5,88.0,0.0,67
2022-10-19,0,9.2,74.0,5.8,54
2022-10-20,0,8.3,66.0,6.0,64
2022-10-21,0,6.8,36.0,10.3,68
2022-10-22,0,4.6,66.0,6.8,67
2022-10-23,0,6.8,86.0,4.1,71
2022-10-24,0,8.2,70.0,9.3,68
2022-10-25,0,9.7,46.0,10.5,63
2022-10-26,0,8.2,34.0,10.6,66
2022-10-27,0,6.7,28.0,10.4,70
2022-10-28,0,7.1,16.0,10.4,68
2022-10-29,0,8.8,60.0,10.0,65
2022-10-30,0,12.5,80.0,9.2,57
2022-10-31,0,17.1,85.0,2.8,50
2022-11-01,6,18.0,88.0,0.0,64
2022-11-02,44.5,15.0,88.0,0.0,86
2022-11-03,48.5,7.8,88.0,0.0,93
2022-11-04,4,7.0,88.0,0.0,87
2022-11-05,0.5,8.5,90.0,0.1,79
2022-11-06,7.5,6.1,88.0,0.8,84
2022-11-07,7.5,5.3,88.0,0.7,85
2022-11-08,6,6.9,88.0,0.4,85
2022-11-09,0,4.9,44.0,8.8,77
2022-11-10,0,4.0,46.0,9.0,78
2022-11-11,0,4.6,49.0,6.4,77
2022-11-12,0,3.3,66.0,0.9,79
2022-11-13,0,3.8,17.0,10.0,81
2022-11-14,0,6.5,83.0,2.2,79
2022-11-15,0,6.1,69.0,7.1,78
2022-11-16,0,8.1,70.0,5.6,80
2022-11-17,0,5.9,63.0,5.1,80
2022-11-18,0,4.8,61.0,8.5,80
2022-11-19,0,4.3,43.0,9.7,77
2022-11-20,0,6.8,53.0,8.9,78
2022-11-21,0.5,7.0,76.0,0.2,78
2022-11-22,4,5.0,88.0,0.0,86
2022-11-23,4.5,6.1,88.0,0.0,91
2022-11-24,8.5,6.0,88.0,0.0,93
2022-11-25,5,6.2,90.0,0.0,92
2022-11-26,1,4.8,87.0,0.2,88
2022-11-27,2,8.1,88.0,0.0,90
2022-11-28,1,5.5,65.0,4.2,88
2022-11-29,0,2.8,35.0,8.9,85
2022-11-30,0,7.4,61.0,2.6,82
2022-12-01,0,9.8,88.0,0.3,72
2022-12-02,0,8.5,75.0,5.7,69
2022-12-03,0,6.9,86.0,4.2,73
2022-12-04,0,6.6,84.0,4.6,74
2022-12-05,0,9.6,76.0,1.9,66
2022-12-06,0,6.9,76.0,6.5,68
2022-12-07,0,6.0,63.0,7.6,68
2022-12-08,0,4.3,32.0,9.6,72
2022-12-09,0,6.2,19.0,9.1,67
2022-12-10,0,7.8,10.0,9.6,61
2022-12-11,0,8.7,65.0,1.7,60
2022-12-12,0,10.2,84.0,5.0,61
2022-12-13,3,7.9,88.0,0.0,71
2022-12-14,11.5,7.5,93.0,0.0,91
2022-12-15,5.5,4.9,90.0,0.0,91
2022-12-16,8.5,7.0,96.0,0.0,90
2022-12-17,7.5,18.1,89.0,0.0,60
2022-12-18,0,16.3,42.0,8.9,30
2022-12-19,0,5.0,25.0,8.9,50
2022-12-20,0,4.7,53.0,7.3,71
2022-12-21,0,6.9,37.0,8.8,46
2022-12-22,0,7.4,6.0,9.4,35
2022-12-23,0,5.9,24.0,9.0,40
2022-12-24,0,4.0,13.0,9.4,49
2022-12-25,0,4.7,14.0,9.3,59
2022-12-26,0,4.5,7.0,9.3,65
2022-12-27,0,5.0,13.0,9.3,70
2022-12-28,0,5.5,23.0,9.3,68
2022-12-29,0,6.7,56.0,5.6,60
2022-12-30,0,8.2,12.0,9.3,62
2022-12-31,0,7.7,33.0,8.9,65
2023-01-01,0,7.1,84.0,1.8,65
2023-01-02,0,7.2,79.0,4.8,65
2023-01-03,0.5,6.7,88.0,0.2,69
2023-01-04,0,6.9,83.0,5.0,74
2023-01-05,0,5.3,66.0,8.1,77
2023-01-06,0,8.1,56.0,9.6,62
2023-01-07,0,6.9,83.0,4.5,59
2023-01-08,0,7.2,88.0,0.1,57
2023-01-09,0,5.3,88.0,0.0,72
2023-01-10,4,6.1,91.0,0.0,91
2023-01-11,2,6.5,92.0,0.7,87
2023-01-12,1,9.5,89.0,0.0,88
2023-01-13,5.5,3.6,88.0,0.0,93
2023-01-14,0.5,6.0,62.0,4.8,90
2023-01-15,0,7.7,81.0,0.7,80
2023-01-16,0,9.0,88.0,0.0,66
2023-01-17,0,6.5,85.0,0.6,71
2023-01-18,0,6.3,41.0,9.1,58
2023-01-19,0,4.3,23.0,9.8,63
2023-01-20,0,6.7,74.0,5.1,62
2023-01-21,0,9.7,80.0,4.1,79
2023-01-22,1,4.7,62.0,7.1,83
2023-01-23,0,3.6,66.0,6.0,86
2023-01-24,0,17.8,44.0,7.4,51
2023-01-25,0,8.7,80.0,1.5,54
2023-01-26,0,5.8,85.0,3.0,66
2023-01-27,0,13.2,84.0,3.7,46
2023-01-28,0,11.3,20.0,10.0,28
2023-01-29,0,7.2,1.0,10.0,35
2023-01-30,0,4.4,8.0,10.1,48
2023-01-31,0,5.0,52.0,6.3,61
2023-02-01,0,6.2,59.0,8.2,77
2023-02-02,0,8.1,56.0,8.2,77
2023-02-03,0,8.0,88.0,1.4,76
2023-02-04,0.5,6.2,88.0,0.6,81
2023-02-05,0,6.1,88.0,0.1,83
2023-02-06,0,4.6,88.0,1.9,85
2023-02-07,0,4.3,74.0,4.2,83
2023-02-08,0,8.1,88.0,0.0,84
2023-02-09,0.5,6.2,83.0,4.5,83
2023-02-10,0,4.3,86.0,2.2,87
2023-02-11,0,9.8,92.0,0.0,93
2023-02-12,0,6.6,88.0,0.2,95
2023-02-13,0,4.8,73.0,6.4,88
2023-02-14,0,10.8,84.0,2.3,64
2023-02-15,0,9.4,42.0,9.7,60
2023-02-16,0,8.5,83.0,3.9,62
2023-02-17,0,6.1,32.0,10.5,70
2023-02-18,0,3.6,73.0,3.6,67
2023-02-19,3,5.0,70.0,6.1,67
2023-02-20,0,8.4,58.0,7.9,64
2023-02-21,0,9.3,48.0,9.5,62
2023-02-22,0,7.8,13.0,10.6,61
2023-02-23,0,4.8,21.0,10.4,70
2023-02-24,0,6.5,13.0,10.3,67
2023-02-25,0,13.4,32.0,10.4,54
2023-02-26,0,8.8,39.0,10.5,58
2023-02-27,0,8.1,8.0,10.6,60
2023-02-28,0,6.9,25.0,9.6,71
2023-03-01,0,4.6,6.0,10.5,71
2023-03-02,0,7.9,28.0,9.2,70
2023-03-03,0,6.3,11.0,10.3,56
2023-03-04,0,4.2,49.0,6.1,65
2023-03-05,0,5.4,9.0,10.7,57
2023-03-06,0,5.4,9.0,10.7,50
2023-03-07,0,3.9,7.0,10.6,56
2023-03-08,0,3.5,34.0,9.0,77
2023-03-09,0,3.0,37.0,9.0,75
2023-03-10,0,4.9,23.0,10.8,68
2023-03-11,0,5.5,32.0,10.0,67
2023-03-12,0,6.5,70.0,5.8,71
2023-03-13,0,7.3,82.0,1.2,64
2023-03-14,0,6.2,68.0,2.1,73
2023-03-15,0,3.2,42.0,7.3,77
2023-03-16,0,4.5,59.0,10.5,72
2023-03-17,0,5.6,66.0,6.3,83
2023-03-18,0,5.6,76.0,7.1,80
2023-03-19,0.5,5.8,88.0,0.1,86
2023-03-20,0,5.3,90.0,2.0,88
2023-03-21,0,7.3,88.0,0.5,85
2023-03-22,0,14.8,93.0,0.1,83
2023-03-23,0,13.8,91.0,0.6,81
2023-03-24,0,7.9,79.0,4.2,80
2023-03-25,38,8.4,88.0,0.4,89
2023-03-26,8,5.5,89.0,0.0,91
2023-03-27,5.5,7.1,94.0,0.0,86
2023-03-28,0.5,5.6,100.0,0.0,84
2023-03-29,2.5,4.9,93.0,1.7,86
2023-03-30,0.5,5.8,98.0,0.0,89
2023-03-31,1.5,6.6,99.0,0.0,92
